,,,水分,単糖当量,でん粉,ぶどう糖,果糖,ガラクトース,しょ糖,麦芽糖,乳糖,トレハロース,計,ソルビトール,マンニトール,備考
6087,556,こまつな 葉 ゆで,94.0,-0.3,0,-0.2,-0.1,-,0,0,0,-,-0.3,-,-,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
06086こまつな生から推計"
6093,563,ししとう 果実 生,91.4,1.2,0,0.6,0.5,-,0,-,0,-,1.2,-,-,"別名： ししとうがらし
廃棄部位： へた"
6094,564,ししとう 果実 油いため,88.3,-1.2,0,-0.7,-0.5,-,0,-,0,-,-1.2,-,-,"別名： ししとうがらし
へたを除いたもの
可食部100gから脂質量gを差し引いた部分について06093ししとう生から推計"
6099,569,しゅんぎく 葉 生,91.8,0.4,0,0.2,0.2,-,Tr,0,0,-,0.4,-,-,"別名： きくな
廃棄部位： 基部 "
6100,570,しゅんぎく 葉 ゆで,91.1,-0.4,0,-0.2,-0.2,-,Tr,0,0,-,-0.4,-,-,"別名： きくな
ゆでた後水冷し、手搾りしたもの
06099しゅんぎく生から推計"
6103,573,（しょうが類） しょうが 根茎 皮なし 生,91.4,4.2,2.8,0.6,0.5,-,0.1,-,0,-,4.0,-,-,"ひねしょうが
廃棄部位： 皮"
6386,578,（しょうが類） 新しょうが 根茎 生,96.0,0.8,0.1,0.3,0.3,-,0,-,-,-,0.8,-,-,
6116,590,ズッキーニ 果実 生,94.9,-2.3,-0.1,-0.9,-1.3,0,Tr,0,0,0,-2.3,-,-,"別名： つるなしかぼちゃ
廃棄部位： 両端
英国成分表から推計"
6119,593,セロリ 葉柄 生,94.7,1.4,0,0.6,0.6,-,0.2,0,0,-,1.3,-,1.0,"別名： セロリー、セルリー、オランダみつば
廃棄部位： 株元、葉身及び表皮
乳糖、マンニトールは豪州成分表から推計"
6124,598,そらまめ 未熟豆 生,72.3,13.2,10.7,0,0,-,1.4,0,0,-,12.1,-,-,廃棄部位： 種皮
6125,599,そらまめ 未熟豆 ゆで,71.3,-13.7,-11.0,0,0,-,-1.5,0,0,-,-12.5,-,-,"廃棄部位： 種皮
06124そらまめ生から推計"
6129,603,（だいこん類） 葉だいこん 葉 生,92.6,-1.1,0,-0.5,-0.5,-,Tr,Tr,0,-,-1.1,-,-,"試料： 水耕栽培品
廃棄部位： 株元及び根
06130だいこん葉生から推計"
6130,604,（だいこん類） だいこん 葉 生,90.6,1.4,0,0.6,0.7,-,Tr,Tr,0,-,1.4,-,-,廃棄部位： 葉柄基部
6131,605,（だいこん類） だいこん 葉 ゆで,91.3,-1.3,0,-0.6,-0.6,-,Tr,Tr,0,-,-1.3,-,-,"葉柄基部を除いたもの
ゆでた後水冷し、手搾りしたもの
06130だいこん葉生から推計"
6132,606,（だいこん類） だいこん 根 皮つき 生,94.6,2.7,0,1.4,1.1,-,0.2,0,0,-,2.6,-,-,廃棄部位： 根端及び葉柄基部
6133,607,（だいこん類） だいこん 根 皮つき ゆで,94.4,-2.8,0,-1.5,-1.1,-,-0.2,0,0,-,-2.7,-,-,"根端及び葉柄基部を除いたもの
06132だいこん根皮つき生から推計"
6134,608,（だいこん類） だいこん 根 皮なし 生,94.6,2.9,0,1.5,1.1,-,0.2,Tr,0,-,2.8,-,-,廃棄部位： 根端、葉柄基部及び皮
6135,612,（だいこん類） だいこん 根 皮なし ゆで,94.8,2.5,0,1.3,1.0,-,0.1,Tr,0,-,2.5,-,-,根端、葉柄基部及び皮を除いたもの
6149,629,たけのこ 若茎 生,90.8,1.4,0.3,0.4,0.4,-,0.3,-,0,-,1.4,-,-,廃棄部位： 竹皮及び基部
6150,630,たけのこ 若茎 ゆで,89.9,-1.6,-0.3,-0.5,-0.5,-,-0.4,-,0,-,-1.5,-,-,"竹皮及び基部を除いたもの
06149たけのこ生から推計"
6151,631,たけのこ 水煮缶詰,92.8,-2.3,-0.8,-0.7,-0.5,-,0,0,-0.2,0,-2.2,-,-,"液汁を除いたもの
豪州成分表から推計"
6153,633,（たまねぎ類） たまねぎ りん茎 生,90.1,7.0,0.6,2.7,2.6,-,0.9,Tr,0,-,6.9,-,-,廃棄部位： 皮（保護葉）、底盤部及び頭部
6154,634,（たまねぎ類） たまねぎ りん茎 水さらし,93.0,-4.0,-0.3,-1.6,-1.5,-,-0.5,0,0,-,-3.9,-,-,"皮（保護葉）、底盤部及び頭部を除いたもの
06155たまねぎりん茎ゆでから推計"
6155,635,（たまねぎ類） たまねぎ りん茎 ゆで,91.5,4.8,0.4,1.9,1.8,-,0.6,0,0,-,4.7,-,-,皮（保護葉）、底盤部及び頭部を除いたもの
6336,636,（たまねぎ類） たまねぎ りん茎 油いため,80.1,-8.0,-0.7,-3.2,-3.0,-,-1.0,Tr,0,-,-7.9,-,-,"皮（保護葉）、底盤部及び頭部を除いたもの
可食部100gから脂質量gを差し引いた部分について06155たまねぎりん茎ゆでから推計"
6156,638,（たまねぎ類） 赤たまねぎ りん茎 生,89.6,-7.3,-0.6,-2.9,-2.7,-,-1.0,Tr,0,-,-7.2,-,-,"別名： レッドオニオン、紫たまねぎ
廃棄部位： 皮（保護葉）、底盤部及び頭部
06153たまねぎりん茎生から推計"
6337,639,（たまねぎ類） 葉たまねぎ りん茎及び葉 生,89.5,-5.1,-0.1,-2.1,-2.5,-,-0.3,0,0,0,-5.1,-,-,"廃棄部位： 底盤部
豪州成分表から推計"
6159,642,チコリ 若芽 生,94.7,-0.8,-0.2,-0.3,-0.4,0,Tr,0,0,-,-0.8,-,-,"別名： きくにがな、アンディーブ、チコリー
廃棄部位： 株元及びしん
英国成分表から推計"
6160,645,チンゲンサイ 葉 生,96.0,0.4,0,0.3,0.1,-,0,-,0,-,0.4,-,-,廃棄部位： しん
6161,646,チンゲンサイ 葉 ゆで,95.3,-0.5,0,-0.3,-0.2,-,0,-,0,-,-0.5,-,-,"廃棄部位： しん
ゆでた後水冷し、手搾りしたもの
06160チンゲンサイ生から推計"
6338,647,チンゲンサイ 葉 油いため,92.6,-0.5,0,-0.3,-0.2,-,0,-,0,-,-0.5,-,-,"しんを除いたもの
可食部100gから脂質量gを差し引いた部分について06160チンゲンサイ生から推計"
6171,658,とうがらし 果実 生,75.0,-7.7,Tr,-3.5,-4.2,0,Tr,0,0,0,-7.7,-,-,"別名： なんばん
試料： 辛味種 
廃棄部位： へた
英国成分表から推計"
6175,662,（とうもろこし類） スイートコーン 未熟種子 生,77.1,12.5,4.0,2.4,2.2,-,3.3,0.1,0,-,12.0,-,-,廃棄部位： 包葉、めしべ及び穂軸
6176,663,（とうもろこし類） スイートコーン 未熟種子 ゆで,75.4,-13.5,-4.3,-2.6,-2.3,-,-3.5,-0.1,0,-,-12.8,-,-,"包葉及びめしべを除いたもの
廃棄部位： 穂軸
06175スイートコーン生から推計"
6339,664,（とうもろこし類） スイートコーン 未熟種子 電子レンジ調理,73.5,-14.5,-4.7,-2.8,-2.5,-,-3.8,-0.1,0,-,-13.8,-,-,"廃棄部位： 穂軸
06175スイートコーン生から推計"
6177,665,（とうもろこし類） スイートコーン 未熟種子 穂軸つき 冷凍,75.6,-13.4,-4.3,-2.6,-2.3,-,-3.5,-0.1,0,-,-12.7,-,-,"廃棄部位： 穂軸
06175スイートコーン生から推計"
6178,666,（とうもろこし類） スイートコーン 未熟種子 カーネル 冷凍,75.5,16.8,10.9,0.3,0.1,-,4.1,0.1,0,-,15.5,-,-,穂軸を除いた実（尖帽を除いた種子）のみ
6378,667,（とうもろこし類） スイートコーン 未熟種子 カーネル 冷凍 ゆで,76.5,15.9,10.5,0.2,0.1,-,3.7,0.1,0,-,14.6,-,-,穂軸を除いた実（尖帽を除いた種子）のみ
6379,668,（とうもろこし類） スイートコーン 未熟種子 カーネル 冷凍 油いため,71.8,16.4,10.3,0.3,0.1,-,4.4,0.1,0,-,15.2,-,-,穂軸を除いた実（尖帽を除いた種子）のみ
6180,670,（とうもろこし類） スイートコーン 缶詰 ホールカーネルスタイル,78.4,-13.9,-5.7,-0.3,-0.1,-,-6.9,-,0,0,-13.0,-,-,"液汁を除いたもの
英国成分表から推計"
6181,671,（とうもろこし類） ヤングコーン 幼雌穂 生,90.9,-4.2,-0.7,-1.5,-1.2,0,-0.8,0,0,0,-4.1,-,-,"別名： ベビーコーン、ミニコーン
穂軸基部を除いたもの
豪州成分表から推計"
6182,672,（トマト類） 赤色トマト 果実 生,94.0,3.1,0.1,0.1,1.6,-,Tr,0,0,-,3.1,0,-,廃棄部位： へた
6183,673,（トマト類） 赤色ミニトマト 果実 生,91.0,4.6,-,2.1,2.4,-,0.1,0,0,-,4.5,-,-,"別名： プチトマト、チェリートマト
廃棄部位： へた"
6370,675,（トマト類） ドライトマト,9.5,29.2,0.1,10.8,18.3,-,0.1,0,-,-,29.2,-,-,
6184,676,（トマト類） 加工品 ホール 食塩無添加,93.3,-3.6,Tr,-1.8,-1.8,Tr,Tr,0,0,0,-3.6,-,-,"別名： トマト水煮缶詰
液汁を除いたもの
英国成分表から推計"
6185,677,（トマト類） 加工品 トマトジュース 食塩添加,94.1,-2.9,Tr,-1.3,-1.5,0,Tr,0,0,0,-2.9,-,-,"果汁100  %
英国成分表から推計"
6191,685,（なす類） なす 果実 生,93.2,2.6,0.2,1.2,1.1,-,0.1,0,0,-,2.6,-,-,廃棄部位： へた
6192,686,（なす類） なす 果実 ゆで,94.0,-2.3,-0.1,-1.0,-1.0,-,-0.1,0,0,-,-2.3,-,-,"へたを除いたもの
06191なす生から推計"
6342,687,（なす類） なす 果実 油いため,85.8,-3.3,-0.2,-1.5,-1.4,-,-0.1,0,0,-,-3.2,-,-,"へたを除いたもの
可食部100gから脂質量gを差し引いた部分について06191なす生から推計"
6343,688,（なす類） なす 果実 天ぷら,71.9,10.4,7.5,0.9,1.0,-,0.2,0.1,-,-,9.7,-,-,へたを除いたもの
6193,689,（なす類） べいなす 果実 生,93.0,-2.7,-0.2,-1.2,-1.2,-,-0.1,0,0,-,-2.6,-,-,"別名： 洋なす
廃棄部位： へた及び果皮
06191なす生から推計"
6194,690,（なす類） べいなす 果実 素揚げ,74.8,-3.2,-0.2,-1.4,-1.4,-,-0.1,0,0,-,-3.1,-,-,"別名： 洋なす
廃棄部位： へた及び果皮
可食部100gから脂質量gを差し引いた部分について06191なす生から推計"
6205,701,にがうり 果実 生,94.4,0.3,0.1,0.2,0.1,-,0,-,0,-,0.3,-,-,"別名： つるれいし、ゴーヤ
廃棄部位： 両端、わた及び種子"
6206,702,にがうり 果実 油いため,90.3,-0.4,-0.1,-0.2,-0.1,-,0,-,0,-,-0.4,-,-,"別名： つるれいし、ゴーヤ
両端、わた及び種子を除いたもの
可食部100gから脂質量gを差し引いた部分について06205にがうり生から推計"
6207,703,（にら類） にら 葉 生,92.6,1.7,0,0.8,0.8,-,0.2,Tr,0,-,1.7,-,-,廃棄部位： 株元
6208,704,（にら類） にら 葉 ゆで,89.8,-2.3,0,-1.0,-1.0,-,-0.2,Tr,0,-,-2.3,-,-,"株元を除いたもの
ゆでた後水冷し、手搾りしたもの
06207にら生から推計"
6344,705,（にら類） にら 葉 油いため,85.8,-2.0,0,-0.9,-0.9,-,-0.2,Tr,0,-,-2.0,-,-,"株元を除いたもの
可食部100gから脂質量gを差し引いた部分について06207にら生から推計"
6212,709,（にんじん類） にんじん 根 皮つき 生,89.1,5.9,0.2,1.7,1.6,-,2.4,0,0,-,5.8,-,-,廃棄部位： 根端及び葉柄基部
6213,710,（にんじん類） にんじん 根 皮つき ゆで,90.2,-5.3,-0.1,-1.5,-1.4,-,-2.1,0,0,-,-5.2,-,-,"根端及び葉柄基部を除いたもの
06212にんじん根皮つき生から推計"
6214,711,（にんじん類） にんじん 根 皮なし 生,89.7,5.8,0.1,1.6,1.5,-,2.3,0,0,-,5.7,-,-,廃棄部位： 根端、葉柄基部及び皮
6215,712,（にんじん類） にんじん 根 皮なし ゆで,90.0,5.1,0.1,1.4,1.3,-,2.1,0,0,-,5.0,-,-,根端、葉柄基部及び皮を除いたもの
6345,713,（にんじん類） にんじん 根 皮なし 油いため,79.1,-7.5,-0.2,-2.1,-1.9,-,-3.1,0,0,-,-7.4,-,-,"根端、葉柄基部及び皮を除いたもの
可食部100gから脂質量gを差し引いた部分について06215にんじん根皮なしゆでから推計"
6346,714,（にんじん類） にんじん 根 皮なし 素揚げ,80.6,-8.2,-0.2,-2.3,-2.1,-,-3.4,0,0,-,-8.1,-,-,"別名： フライドキャロット
根端、葉柄基部及び皮を除いたもの
可食部100gから脂質量gを差し引いた部分について06215にんじん根皮なしゆでから推計"
6216,716,（にんじん類） にんじん 根 冷凍,90.2,4.7,0.3,0.4,0.3,-,3.5,0,0,-,4.5,-,-,06215にんじん根皮むきゆでから推計
6380,717,（にんじん類） にんじん 根 冷凍 ゆで,91.7,3.5,0.3,0.2,0.2,-,2.6,0,0,-,3.3,-,-,
6381,718,（にんじん類） にんじん 根 冷凍 油いため,85.2,5.1,0.4,0.4,0.3,-,3.8,0,0,-,4.9,-,-,
6348,719,（にんじん類） にんじん グラッセ,83.8,9.4,0.2,2.2,1.7,Tr,5.0,0,Tr,-,9.1,-,0,
6217,720,（にんじん類） にんじん ジュース 缶詰,92.0,-5.9,Tr,-1.4,-0.9,0,-3.5,0,0,0,-5.7,-,-,英国成分表から推計
6222,725,（にんじん類） ミニキャロット 根 生,90.9,-4.7,-0.1,-1.4,-1.2,0,-1.9,0,0,0,-4.6,-,-,"廃棄部位： 根端及び葉柄基部
英国成分表から推計"
6223,726,（にんにく類） にんにく りん茎 生,63.9,1.1,0,Tr,0.1,-,0.9,0,0,-,1.0,-,-,廃棄部位： 茎、りん皮及び根盤部
6349,727,（にんにく類） にんにく りん茎 油いため,53.7,-1.2,0,Tr,-0.1,-,-1.1,0,0,-,-1.2,-,-,"茎、りん皮及び根盤部を除いたもの
可食部100gから脂質量gを差し引いた部分について06223にんにく・りん茎生から推計"
6226,730,（ねぎ類） 根深ねぎ 葉 軟白 生,89.6,3.6,0,1.6,1.5,-,0.5,Tr,0,-,3.6,-,-,"別名： 長ねぎ
廃棄部位： 株元及び緑葉部"
6350,731,（ねぎ類） 根深ねぎ 葉 軟白 ゆで,91.4,-3.0,0,-1.3,-1.2,-,-0.4,Tr,0,-,-3.0,-,-,"別名： 長ねぎ
株元及び緑葉部を除いたもの
06226根深ねぎ生から推計"
6351,732,（ねぎ類） 根深ねぎ 葉 軟白 油いため,83.9,-4.1,0,-1.8,-1.7,-,-0.6,Tr,0,-,-4.1,-,-,"別名： 長ねぎ
株元及び緑葉部を除いたもの
可食部100gから脂質量gを差し引いた部分について06226根深ねぎ生から推計"
6227,733,（ねぎ類） 葉ねぎ 葉 生,90.5,0,-,0,0,-,0,0,0,-,0,-,-,"別名： 青ねぎ
廃棄部位： 株元"
6352,734,（ねぎ類） 葉ねぎ 葉 油いため,83.9,0,-,0,0,-,0,0,0,-,0,-,-,"別名： 青ねぎ
株元を除いたもの
可食部100gから脂質量gを差し引いた部分について06227葉ねぎ生から推計"
6233,740,はくさい 結球葉 生,95.2,2.0,0,1.1,0.8,-,Tr,Tr,0,-,2.0,-,-,廃棄部位： 株元
6234,741,はくさい 結球葉 ゆで,95.4,-1.9,0,-1.0,-0.8,-,Tr,Tr,0,-,-1.9,-,-,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
06233はくさい生から推計"
6237,744,パクチョイ 葉 生,94.0,-2.2,-0.4,-0.9,-0.7,Tr,-0.1,0,0,0,-2.1,-,-,"別名： パイゲンサイ
廃棄部位： 株元
英国成分表から推計"
6238,745,バジル 葉 生,91.5,-0.3,-,Tr,Tr,-0.3,0,0,0,0,-0.3,-,-,"別名： バジリコ、スイートバジル
廃棄部位： 茎及び穂
米国成分表から推計"
6239,746,パセリ 葉 生,84.7,0.9,0.1,0.3,0.2,-,0.3,0,0,-,0.9,-,-,"別名： オランダぜり
廃棄部位： 茎"
6240,747,はつかだいこん 根 生,95.3,-1.9,Tr,-1.2,-0.7,0,Tr,0,0,0,-1.9,-,-,"別名： ラディッシュ
試料： 赤色球形種
廃棄部位： 根端、葉及び葉柄基部
英国成分表から推計"
6243,752,ビーツ 根 生,87.6,-7.3,-0.5,-0.2,-0.1,0,-6.1,0,0,0,-6.9,-,-,"別名： ビート、ビートルート、レッドビート、テーブルビート、かえんさい
廃棄部位： 根端、皮及び葉柄基部
英国成分表から推計"
6244,753,ビーツ 根 ゆで,86.9,-10.3,-0.6,-0.2,-0.2,0,-8.9,0,0,0,-9.8,-,-,"別名： ビート、ビートルート、レッドビート、テーブルビート、かえんさい
根端及び葉柄基部を除いたもの
廃棄部位： 皮
英国成分表から推計"
6245,754,（ピーマン類） 青ピーマン 果実 生,93.4,2.3,0,1.2,1.0,0,0.1,0,0,-,2.3,-,-,"廃棄部位： へた、しん及び種子
ガラクトースは英国成分表から推計"
6246,755,（ピーマン類） 青ピーマン 果実 油いため,89.0,-2.4,0,-1.3,-1.0,0,-0.1,0,0,-,-2.4,-,-,"へた、しん及び種子を除いたもの
可食部100gから脂質量gを差し引いた部分について06245青ピーマン生から推計"
6247,756,（ピーマン類） 赤ピーマン 果実 生,91.1,-5.3,Tr,-2.5,-2.8,Tr,Tr,0,0,0,-5.3,-,-,"別名： パプリカ
廃棄部位： へた、しん及び種子
英国成分表から推計"
6248,757,（ピーマン類） 赤ピーマン 果実 油いため,86.6,-4.6,Tr,-1.7,-2.6,Tr,-0.3,0,0,0,-4.5,-,-,"別名： パプリカ
へた、しん及び種子を除いたもの
可食部100gから脂質量gを差し引いた部分について英国成分表から推計"
6393,758,（ピーマン類） オレンジピーマン 果実 生,94.2,3.1,Tr,1.4,1.6,-,0.1,-,-,-,3.1,-,-,"別名： パプリカ
廃棄部位： へた、しん及び種子"
6394,759,（ピーマン類） オレンジピーマン 果実 油いため,85.8,3.8,Tr,1.6,1.9,-,0.2,-,-,-,3.8,-,-,"別名： パプリカ
へた、しん及び種子を除いたもの"
6249,760,（ピーマン類） 黄ピーマン 果実 生,92.0,-4.9,Tr,-2.0,-2.9,Tr,Tr,0,0,0,-4.9,-,-,"別名： パプリカ、キングベル
廃棄部位： へた、しん及び種子
英国成分表から推計"
6250,761,（ピーマン類） 黄ピーマン 果実 油いため,87.6,-5.1,Tr,-2.1,-3.0,Tr,Tr,0,0,0,-5.1,-,-,"別名： パプリカ、キングベル
へた、しん及び種子を除いたもの
可食部100gから脂質量gを差し引いた部分について英国成分表から推計"
6263,774,ブロッコリー 花序 生,86.2,2.4,0.1,0.4,0.9,-,0.5,-,-,-,2.3,-,-,廃棄部位： 茎葉
6264,775,ブロッコリー 花序 ゆで,89.9,1.3,Tr,0.5,0.7,-,Tr,-,-,-,1.3,-,-,茎葉を除いたもの
6395,776,ブロッコリー 花序 電子レンジ調理,85.3,2.4,0.1,0.9,1.4,-,0.1,-,-,-,2.4,-,-,"茎葉を除いたもの
"
6396,777,ブロッコリー 花序 焼き,78.5,4.3,0.2,1.6,2.3,-,0.2,-,-,-,4.3,-,-,"茎葉を除いたもの
"
6397,778,ブロッコリー 花序 油いため,79.2,3.2,0.2,1.2,1.7,-,0.1,-,-,-,3.2,-,-,"茎葉を除いたもの
"
6354,779,ブロッコリー 芽ばえ 生,94.3,-1.0,Tr,-0.2,-0.4,-,-0.2,-,-,-,-1.0,-,-,"別名： ブロッコリースプラウト
06263ブロッコリー生から推計"
6267,782,ほうれんそう 葉 通年平均 生,92.4,0.3,0,0.2,0.1,-,0.1,0,0,-,0.3,-,-,廃棄部位： 株元
6268,783,ほうれんそう 葉 通年平均 ゆで,91.5,0.4,0,0.2,0.1,-,0.1,0,0,-,0.4,-,-,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの"
6359,784,ほうれんそう 葉 通年平均 油いため,82.0,-0.5,0,-0.2,-0.2,-,-0.1,0,0,-,-0.4,-,-,"株元を除いたもの
可食部100gから脂質量gを差し引いた部分について06268ほうれんそう通年平均ゆでから推計"
6355,785,ほうれんそう 葉 夏採り 生,92.4,-0.3,0,-0.2,-0.1,-,-0.1,0,0,-,-0.3,-,-,"廃棄部位： 株元
06267通年平均生から推計"
6357,786,ほうれんそう 葉 夏採り ゆで,91.5,-0.4,0,-0.2,-0.1,-,-0.1,0,0,-,-0.4,-,-,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
06268通年平均ゆでから推計"
6356,787,ほうれんそう 葉 冬採り 生,92.4,-0.3,0,-0.2,-0.1,-,-0.1,0,0,-,-0.3,-,-,"廃棄部位： 株元
06267通年平均生から推計"
6358,788,ほうれんそう 葉 冬採り ゆで,91.5,-0.4,0,-0.2,-0.1,-,-0.1,0,0,-,-0.4,-,-,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
06268通年平均ゆでから推計"
6269,789,ほうれんそう 葉 冷凍,92.2,0.6,0,0.3,0.1,-,0.2,0,0,-,0.6,-,-,
6372,790,ほうれんそう 葉 冷凍 ゆで,90.6,0.2,0,0.1,0,-,0.1,0,0,-,0.2,-,-,ゆでた後水冷し、手搾りしたもの
6373,791,ほうれんそう 葉 冷凍 油いため,84.6,0.7,0,0.3,0.2,-,0.2,0,0,-,0.7,-,-,
6283,809,めキャベツ 結球葉 生,83.2,-4.2,-0.8,-1.2,-1.4,0,-0.7,0,0,0,-4.1,-,-,"別名： こもちかんらん、姫かんらん、姫キャベツ
英国成分表から推計"
6284,810,めキャベツ 結球葉 ゆで,83.8,-4.8,-0.3,-0.7,-0.6,0,-2.8,0,0,0,-4.4,-,-,"別名： こもちかんらん、姫かんらん、姫キャベツ
英国成分表から推計"
6286,812,（もやし類） アルファルファもやし 生,96.0,-0.3,0,-0.1,-0.1,0,0,-0.1,0,0,-0.3,-,-,"別名： 糸もやし
豪州成分表から推計。ガラクトースは米国成分表から推計"
6287,813,（もやし類） だいずもやし 生,92.0,0.6,0.1,0.1,0.3,-,Tr,0,0,-,0.6,-,-,廃棄部位： 種皮及び損傷部
6288,814,（もやし類） だいずもやし ゆで,93.0,-0.5,-0.1,-0.1,-0.2,-,Tr,0,0,-,-0.5,-,-,"種皮及び損傷部を除いたもの
ゆでた後水冷し、水切りしたもの
09287だいずもやし生から推計"
6289,815,（もやし類） ブラックマッペもやし 生,94.7,1.4,Tr,0.5,0.7,-,0.2,-,-,-,1.4,-,-,廃棄部位： 種皮及び損傷部
6290,816,（もやし類） ブラックマッペもやし ゆで,95.8,-1.1,Tr,-0.4,-0.6,-,-0.1,-,-,-,-1.1,-,-,"種皮及び損傷部を除いたもの
ゆでた後水冷し、水切りしたもの
06289ブラックマッペもやし生から推計"
6398,817,（もやし類） ブラックマッペもやし 油いため,90.6,1.8,Tr,0.6,0.9,-,0.3,-,-,-,1.8,-,-,"種皮及び損傷部を除いたもの
種皮及び損傷部を除いたもの"
6291,818,（もやし類） りょくとうもやし 生,95.4,1.3,0,0.5,0.8,-,0,-,0,-,1.3,-,-,廃棄部位： 種皮及び損傷部
6292,819,（もやし類） りょくとうもやし ゆで,95.9,-1.1,0,-0.4,-0.7,-,0,-,0,-,-1.1,-,-,"種皮及び損傷部を除いたもの
ゆでた後水冷し、水切りしたもの
06291りょくとうもやし生から推計"
6293,820,モロヘイヤ 茎葉 生,86.1,0.1,0,Tr,Tr,-,0.1,0,0,-,0.1,-,-,
6294,821,モロヘイヤ 茎葉 ゆで,91.3,-0.1,0,Tr,Tr,-,Tr,0,0,-,-0.1,-,-,"ゆでた後水冷し、手搾りしたもの
06293モロヘイヤ生から推計"
6298,826,ようさい 茎葉 生,93.0,-0.9,-0.4,-0.2,-0.3,0,0,0,0,0,-0.9,-,-,"別名： あさがおな、えんさい、くうしんさい
豪州成分表から推計"
6299,827,ようさい 茎葉 ゆで,92.4,-1.0,-0.5,-0.2,-0.3,-,0,0,0,0,-1.0,-,-,"別名： あさがおな、えんさい、くうしんさい
ゆでた後水冷し、手搾りしたもの
豪州成分表から推計"
6308,836,リーキ りん茎葉 生,90.8,-4.1,-0.3,-1.6,-2.0,0,-0.2,0,0,0,-4.0,-,-,"別名： 西洋ねぎ、ポロねぎ
廃棄部位： 株元及び緑葉部
英国成分表から推計"
